Base Item Code,"Retailer 
Item 
Code",Description,Category,"Reg 
Price",Base LIG Flag,Rank By Visit,Rank By Sales,Rank By Price,Visits(Base Appeared)#,(Visits Base Appeared)%,A1 Item Code,A1 Retailer Item Code,A1 Item Description,A1 LIG Flag,Rank By Visit,Rank By Sales,Rank By Price,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A2 Item Code
29249,778310,VC BLACK BAMBOO CANDLE DECOR,CANDLES,17.69000053,0,26388,18936,2559,13,4.47E-06,51205,72030013534,ENT LB CHOC CHIP MUFFIN,0,912,896,20203,2,15.38,9009
29249,778310,VC BLACK BAMBOO CANDLE DECOR,CANDLES,17.69000053,0,26388,18936,2559,13,4.47E-06,15952,9391,BYET GRADE A LGE WHT 18PK,0,62,22,26888,2,15.38,17870
29262,785539,VC MULL CIDER CANDLE JAR,CANDLES,19.48999977,0,26389,19714,2067,13,4.47E-06,46315,94299,BROCCOLI CROWNS ASIAN,0,35,73,38637,2,15.38,41113
29262,785539,VC MULL CIDER CANDLE JAR,CANDLES,19.48999977,0,26389,19714,2067,13,4.47E-06,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,2,15.38,9483
29262,785539,VC MULL CIDER CANDLE JAR,CANDLES,19.48999977,0,26389,19714,2067,13,4.47E-06,51133,71330601342,FREIH PREM SRDOUGH ITAL BREAD,0,74,78,28902,2,15.38,8129
29448,597800,PYREX COOK SOLVE BKWR/LID,BAKEWARE/GLASSWARE,18.38999939,0,26392,20520,2338,13,4.47E-06,112990,8.20E+11,OSKAR BLUES DALES 12/19.2,0,28545,33833,38422,1,7.69,7770
29448,597800,PYREX COOK SOLVE BKWR/LID,BAKEWARE/GLASSWARE,18.38999939,0,26392,20520,2338,13,4.47E-06,10423,439552,REESE HEARTS OF PALM GLASS,0,20153,20213,18109,1,7.69,7770
29448,597800,PYREX COOK SOLVE BKWR/LID,BAKEWARE/GLASSWARE,18.38999939,0,26392,20520,2338,13,4.47E-06,113043,72979004372,SEAGRAMS GINGERALE 2LTR,0,17369,23889,39148,1,7.69,52416
29503,57552,GE LED 15W-100W A21 DYLT,LIGHT BULBS/ELECTRICAL,24.98999977,0,26393,17917,983,13,4.47E-06,55324,28400199148,LAYS XL CLASSIC CHIPS,0,145,180,26261,2,15.38,8879
29503,57552,GE LED 15W-100W A21 DYLT,LIGHT BULBS/ELECTRICAL,24.98999977,0,26393,17917,983,13,4.47E-06,54023,12000504044,AQUAFINA 16.9OZ/24PK,0,966,526,12243,2,15.38,7973
29525,172487,GE LED ES 15K HR 14W A21 SW,LIGHT BULBS/ELECTRICAL,19.29000092,0,26394,18771,2110,13,4.47E-06,46642,10336,F EXP LEAFY GREENS ROMAINE,0,452,558,30496,2,15.38,38642
29525,172487,GE LED ES 15K HR 14W A21 SW,LIGHT BULBS/ELECTRICAL,19.29000092,0,26394,18771,2110,13,4.47E-06,46069,94016,ONIONS RED JUMBO 25LB BULK,0,70,308,40557,2,15.38,18450
29525,172487,GE LED ES 15K HR 14W A21 SW,LIGHT BULBS/ELECTRICAL,19.29000092,0,26394,18771,2110,13,4.47E-06,19758,13292,B YET BUTTERMILK PANCAKES,0,2989,4083,33977,2,15.38,7995
29525,172487,GE LED ES 15K HR 14W A21 SW,LIGHT BULBS/ELECTRICAL,19.29000092,0,26394,18771,2110,13,4.47E-06,41008,224097,REESE BIG PBC KING SZ BAR,0,2409,4423,37994,2,15.38,7995
299821,397104,GC SPRING FORM PAN 10,BAKEWARE/GLASSWARE,20.38999939,0,26411,19418,1760,13,4.47E-06,46215,94174,TOMATO ROMA SFM,0,88,260,43502,3,23.08,45468
299821,397104,GC SPRING FORM PAN 10,BAKEWARE/GLASSWARE,20.38999939,0,26411,19418,1760,13,4.47E-06,53852,12000173226,PEPSI 10PK,0,1545,1178,15126,3,23.08,52482
299821,397104,GC SPRING FORM PAN 10,BAKEWARE/GLASSWARE,20.38999939,0,26411,19418,1760,13,4.47E-06,39507,385551,TS SEASONING SEASONED SALT,0,8735,17716,36340,2,15.38,NA
30570,56717,PROMIKA ADVENT PLS CAT,PET SUPPLIES,29.79000092,0,26440,16902,526,13,4.47E-06,7157,8981342,F-CABOT BARS 8OZ 135,1,13,13,27234,3,23.08,52478
30657,592265,RUFFIN CMFT GRP DGS UP T 110,PET SUPPLIES,17.29000092,0,26446,21836,2642,13,4.47E-06,7029,8981223,F-CEDARS HUMMUS 8OZ 105578,1,650,842,25902,2,15.38,36734
30657,592265,RUFFIN CMFT GRP DGS UP T 110,PET SUPPLIES,17.29000092,0,26446,21836,2642,13,4.47E-06,36734,84165,MT OLV SNK PTT KSHR DILL PCKLS,0,4254,4489,22078,2,15.38,7029
30682,596681,PAWS HL DOG PAD LILAC,PET SUPPLIES,18.79000092,0,26447,18710,2269,13,4.47E-06,18738,22885,TRBE CLASSIC HUMMUS,0,4990,6210,30143,2,15.38,61768
30682,596681,PAWS HL DOG PAD LILAC,PET SUPPLIES,18.79000092,0,26447,18710,2269,13,4.47E-06,30684,596700,PAWS HL DOG PAD BASIC,0,21616,13987,2270,2,15.38,33602
30682,596681,PAWS HL DOG PAD LILAC,PET SUPPLIES,18.79000092,0,26447,18710,2269,13,4.47E-06,17965,190861,CBT 3YR WHT CHDR DELI BAR,0,9606,8358,14516,2,15.38,26983
30682,596681,PAWS HL DOG PAD LILAC,PET SUPPLIES,18.79000092,0,26447,18710,2269,13,4.47E-06,26983,363404,OLAY ACTIVE HYDRATING FACE CRM,0,20445,16987,7626,2,15.38,18738
31008,597857,LIBMAN CLEAR N RINSE BUCKET,CLEANING SUPPLIES,19.98999977,0,26458,18835,1943,13,4.47E-06,31058,799926,LIBMAN GATOR MOP,0,20659,13847,1294,2,15.38,37928
31008,597857,LIBMAN CLEAR N RINSE BUCKET,CLEANING SUPPLIES,19.98999977,0,26458,18835,1943,13,4.47E-06,29884,771994,R CRST 10PK DSH CLTH BRGHTS,0,26952,27222,19929,2,15.38,44449
31008,597857,LIBMAN CLEAR N RINSE BUCKET,CLEANING SUPPLIES,19.98999977,0,26458,18835,1943,13,4.47E-06,31064,801327,LIBMAN WHISK BROOM W DUST PAN,0,16124,13065,8268,2,15.38,44449
31381,137296,TY DIG WTRPRF PEN THRM,MISC GENERAL MDSE-GM,16.88999939,0,26469,18842,2841,13,4.47E-06,64088,42187011370,BEST YET 1% MILK,0,68,63,32880,3,23.08,7176
31381,137296,TY DIG WTRPRF PEN THRM,MISC GENERAL MDSE-GM,16.88999939,0,26469,18842,2841,13,4.47E-06,7140,8981326,F-CABOT BUTTER QTRS 752,1,78,46,19222,3,23.08,8801
31381,137296,TY DIG WTRPRF PEN THRM,MISC GENERAL MDSE-GM,16.88999939,0,26469,18842,2841,13,4.47E-06,310320,496102,TONY CHR CREOLE SEASONING,0,11911,15448,35474,2,15.38,39531
31381,137296,TY DIG WTRPRF PEN THRM,MISC GENERAL MDSE-GM,16.88999939,0,26469,18842,2841,13,4.47E-06,46069,94016,ONIONS RED JUMBO 25LB BULK,0,70,308,40557,2,15.38,51094
33073,557186,DN DECAF ORIG CFE GRND CAN,COFFEE,23.29000092,0,26477,17579,1221,13,4.47E-06,15378,275214,A2 MLK ULTRA PSTRZD WHL,0,3194,3247,18268,1,7.69,NA
36533,203614,PRNA1 SB SALMON & TUNA CAT DRY,NA,32.99000168,0,26490,16122,393,13,4.47E-06,308360,5.10E+13,BUTTERBALL HONEY SMOKED TURKEY,0,3426,2248,43319,4,30.77,9007
36533,203614,PRNA1 SB SALMON & TUNA CAT DRY,NA,32.99000168,0,26490,16122,393,13,4.47E-06,8541,8981078,F-HELLMANNS MAYO 30FO,1,52,20,15718,3,23.08,51134
36533,203614,PRNA1 SB SALMON & TUNA CAT DRY,NA,32.99000168,0,26490,16122,393,13,4.47E-06,8502,8981039,F-GATORADE 12FO 6PK 146,1,235,151,19612,3,23.08,7328
40463,506707,DIX PRFCT TCH CUPSLIDS,CUPS,19.29000092,0,26500,20239,2115,13,4.47E-06,64091,42187011400,BEST YET HOMO MILK,0,17,30,39070,2,15.38,8255
40463,506707,DIX PRFCT TCH CUPSLIDS,CUPS,19.29000092,0,26500,20239,2115,13,4.47E-06,35115,64766,DOLE PINE JCE 6PK,0,1901,2033,26588,2,15.38,45468
40463,506707,DIX PRFCT TCH CUPSLIDS,CUPS,19.29000092,0,26500,20239,2115,13,4.47E-06,40437,59577,B YET PLTS PAPER DSGN 8.75 IN,0,339,344,24034,2,15.38,35371
4247,592751,RBTSN DM MAX/ DM NT,COUGH/COLD REMEDIES,18.69000053,0,26506,18940,2288,13,4.47E-06,14642,76644,KH SWT RLLS 12CT,0,648,510,18245,1,7.69,7354
4247,592751,RBTSN DM MAX/ DM NT,COUGH/COLD REMEDIES,18.69000053,0,26506,18940,2288,13,4.47E-06,23100,602362,DSTN MAX STR DIAPER RSH ONTMNT,0,12503,11431,15888,1,7.69,45318
4247,592751,RBTSN DM MAX/ DM NT,COUGH/COLD REMEDIES,18.69000053,0,26506,18940,2288,13,4.47E-06,22638,445796,CHPSTK LP MST REG,0,7693,13433,40318,1,7.69,23215
43778,77603,KAYEM 2.5 PLN NC MT FRNKS BOX,FRANKS,20.38999939,0,26512,22967,1762,13,4.47E-06,9159,8980390,F-Group 17823,1,1463,1220,19689,2,15.38,45657
43778,77603,KAYEM 2.5 PLN NC MT FRNKS BOX,FRANKS,20.38999939,0,26512,22967,1762,13,4.47E-06,51103,50400739482,BALL PARK NEW ENGLAND FRANKS,0,407,554,30585,2,15.38,51785
43778,77603,KAYEM 2.5 PLN NC MT FRNKS BOX,FRANKS,20.38999939,0,26512,22967,1762,13,4.47E-06,63880,5.10E+13,ITALIAN BREAD (PAPER),0,31,54,36730,2,15.38,43543
44362,89025,DT 8OZ SMKED TROUT FILLET VP,FROZEN FISH FILLET/STEAKS/KABOBS,17.29000092,0,26515,19407,2659,13,4.47E-06,7135,8981321,F-LOL BUTTER 16OZ 241,1,93,49,17342,3,23.08,61060
44362,89025,DT 8OZ SMKED TROUT FILLET VP,FROZEN FISH FILLET/STEAKS/KABOBS,17.29000092,0,26515,19407,2659,13,4.47E-06,45865,94194,CUCUMBER S/S,0,21,88,42632,2,15.38,51059
44362,89025,DT 8OZ SMKED TROUT FILLET VP,FROZEN FISH FILLET/STEAKS/KABOBS,17.29000092,0,26515,19407,2659,13,4.47E-06,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,2,15.38,18582
44362,89025,DT 8OZ SMKED TROUT FILLET VP,FROZEN FISH FILLET/STEAKS/KABOBS,17.29000092,0,26515,19407,2659,13,4.47E-06,15951,9974,BYET GRADE A XLG BROWN,0,1007,1072,28378,2,15.38,46003
5507,438168,INT COLL AVCDO OIL,NOS Davidson,17.69000053,0,26550,19952,2568,13,4.47E-06,46315,94299,BROCCOLI CROWNS ASIAN,0,35,73,38637,3,23.08,45468
5507,438168,INT COLL AVCDO OIL,NOS Davidson,17.69000053,0,26550,19952,2568,13,4.47E-06,7775,8979710,F-BYET FRZ VEGS STEAMABLE 12Z 311,1,109,323,38354,3,23.08,52473
107625,11120030280,ADVANCED FORMULA 52OZ,DSD-GEN MDSE DEPT,29.98999977,0,26747,16159,467,12,4.13E-06,107629,11120037302,BIG GREEN 24 HR RENTAL FEE,0,9210,2602,313,5,41.67,107628
107625,11120030280,ADVANCED FORMULA 52OZ,DSD-GEN MDSE DEPT,29.98999977,0,26747,16159,467,12,4.13E-06,107628,11120037296,BIG GREEN TOOL RENTAL FEE,0,15292,19281,23269,4,33.33,107629
107625,11120030280,ADVANCED FORMULA 52OZ,DSD-GEN MDSE DEPT,29.98999977,0,26747,16159,467,12,4.13E-06,107631,11120178463,BIG GREEN 48 HR RENTAL FEE,0,15013,8137,181,2,16.67,107628
107625,11120030280,ADVANCED FORMULA 52OZ,DSD-GEN MDSE DEPT,29.98999977,0,26747,16159,467,12,4.13E-06,107617,11120030068,PET URINE STAIN  ODOR 22OZ,0,17364,14617,9576,2,16.67,107628
107660,6.87E+11,MSP $19.99 READERS +1.00,DSD-GEN MDSE DEPT,19.98999977,0,26748,18827,1823,12,4.13E-06,11268,534053,WRLD CNTRC 10 FBR PLTES,0,16732,14680,15995,1,8.33,9196
107660,6.87E+11,MSP $19.99 READERS +1.00,DSD-GEN MDSE DEPT,19.98999977,0,26748,18827,1823,12,4.13E-06,109881,38269705046,PF BANG SNAPS 100 CT,0,3481,7298,41582,1,8.33,5297
107660,6.87E+11,MSP $19.99 READERS +1.00,DSD-GEN MDSE DEPT,19.98999977,0,26748,18827,1823,12,4.13E-06,107689,6.87E+11,MSP KNITTED EYEGLASS CORD,0,25718,29330,30058,1,8.33,9197
109519,8.88E+11,MATTEL TOYS HW RACE CASE,DSD-GEN MDSE DEPT,18.98999977,0,26750,19968,2121,12,4.13E-06,107762,27084120134,MATTEL TOYS HOT WHEELS CARS ASSORTME,0,7356,12486,40255,2,16.67,34857
109519,8.88E+11,MATTEL TOYS HW RACE CASE,DSD-GEN MDSE DEPT,18.98999977,0,26750,19968,2121,12,4.13E-06,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,2,16.67,45468
112991,8.20E+11,OSKAR BLUES WILD BASIN BERRY,DSD-BEER DEPT,20.98999977,0,26763,19015,1585,12,4.13E-06,52493,441,ENERGY DEPOSIT .05,0,19,5693,43097,2,16.67,53700
112991,8.20E+11,OSKAR BLUES WILD BASIN BERRY,DSD-BEER DEPT,20.98999977,0,26763,19015,1585,12,4.13E-06,115165,8.89E+11,CELSIUS PEACH VIBE,0,4456,7335,37866,2,16.67,52493
115200,91037741530,RRM QT AMBER RICH TASTE 32 FL. OZ,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,26771,18828,1848,12,4.13E-06,8127,8980671,F-POST PEBBLES CEREAL 11Z 292,1,254,297,22232,3,25.00,8645
115200,91037741530,RRM QT AMBER RICH TASTE 32 FL. OZ,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,26771,18828,1848,12,4.13E-06,48060,317392,DM RED  GRAPEFRUIT,0,6759,3621,6110,3,25.00,8645
115200,91037741530,RRM QT AMBER RICH TASTE 32 FL. OZ,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,26771,18828,1848,12,4.13E-06,8645,8981180,F-JIF P-BUTTER 28Z 439,1,568,512,19642,3,25.00,48060
115200,91037741530,RRM QT AMBER RICH TASTE 32 FL. OZ,DSD-GROC-ETHNIC/SPECIALTY,19.98999977,0,26771,18828,1848,12,4.13E-06,53620,12000000881,MOUNTAIN DEW CUBE,0,591,101,3691,3,25.00,48060
116146,81434700193,BLACK BOX RED BLEND  3L,DSD-WINE,24.98999977,0,26777,18459,960,12,4.13E-06,116360,87356510445,CLOS DU BOIS PINOT GR,0,17858,13594,4154,2,16.67,60227
116146,81434700193,BLACK BOX RED BLEND  3L,DSD-WINE,24.98999977,0,26777,18459,960,12,4.13E-06,60201,72180630698,FRSCH CANADIAN BACON  PNAPPL,0,4127,3397,11253,2,16.67,60227
116146,81434700193,BLACK BOX RED BLEND  3L,DSD-WINE,24.98999977,0,26777,18459,960,12,4.13E-06,60227,72180639837,FRESCHETTA 4 CHEESE PIZZA,0,2929,2301,11257,2,16.67,60201
116202,82896077793,BONTERRA VYD MERLOT,DSD-WINE,17.98999977,0,26778,20371,2403,12,4.13E-06,117211,1.89E+11,JOEL GOT CABERNET SAUVIGNON,0,13305,7002,1618,3,25.00,14596
116202,82896077793,BONTERRA VYD MERLOT,DSD-WINE,17.98999977,0,26778,20371,2403,12,4.13E-06,117430,8.60E+11,14 STAR  4PK TRIBUTE IPA BTLE,0,16516,11041,3530,2,16.67,9339
116202,82896077793,BONTERRA VYD MERLOT,DSD-WINE,17.98999977,0,26778,20371,2403,12,4.13E-06,116189,82734620242,NATURA CHARD,0,31105,25870,3032,2,16.67,NA
116816,81584013211,K JACKSN 750ML CABERNET SAUV,DSD-WINE,29.98999977,0,26788,15669,479,12,4.13E-06,117272,8.58E+11,JOSH CLR 750ML CABRT SAUVIGNON,0,7286,3018,2736,3,25.00,117005
116816,81584013211,K JACKSN 750ML CABERNET SAUV,DSD-WINE,29.98999977,0,26788,15669,479,12,4.13E-06,117005,85000017746,APOTHIC  750ML RED,0,9834,5751,4987,2,16.67,117272
116816,81584013211,K JACKSN 750ML CABERNET SAUV,DSD-WINE,29.98999977,0,26788,15669,479,12,4.13E-06,116119,80696096426,BV NAPA CAB SAUV,0,27934,16438,316,1,8.33,117163
116817,81584013297,K JACKSN 750ML ROSE,DSD-WINE,16.98999977,0,26789,20857,2725,12,4.13E-06,64091,42187011400,BEST YET HOMO MILK,0,17,30,39070,2,16.67,116092
116817,81584013297,K JACKSN 750ML ROSE,DSD-WINE,16.98999977,0,26789,20857,2725,12,4.13E-06,115717,42421152135,8.5 OZ FRENCH BRIE ROUND -NEW-,0,6853,5448,14402,1,8.33,53023
116817,81584013297,K JACKSN 750ML ROSE,DSD-WINE,16.98999977,0,26789,20857,2725,12,4.13E-06,115908,42421140255,CHORIZO NAT CKN SAUSAGE  -NEW-,0,8436,6680,13437,1,8.33,25283
116817,81584013297,K JACKSN 750ML ROSE,DSD-WINE,16.98999977,0,26789,20857,2725,12,4.13E-06,116092,15643235245,CH MONTAUD ROSE PROVENCE,0,20769,15683,3443,1,8.33,7444
116852,82242013956,DELICATO 3LTR BOTA RIESLING,DSD-WINE,25.98999977,0,26790,18899,732,12,4.13E-06,7185,8981369,F-HOOD COTT CHEESE 16OZ 202,1,131,110,27236,2,16.67,45468
116852,82242013956,DELICATO 3LTR BOTA RIESLING,DSD-WINE,25.98999977,0,26790,18899,732,12,4.13E-06,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,2,16.67,15221
116857,82242014731,ZAC BRWN 750ML CHARDONNAY,DSD-WINE,19.98999977,0,26792,19935,1869,12,4.13E-06,116358,87356510124,CLOS DU BOIS CHARD,0,8523,4919,4153,3,25.00,8022
116857,82242014731,ZAC BRWN 750ML CHARDONNAY,DSD-WINE,19.98999977,0,26792,19935,1869,12,4.13E-06,116567,8.39E+11,BAR DOG CHARD,0,27334,22933,4947,2,16.67,NA
116857,82242014731,ZAC BRWN 750ML CHARDONNAY,DSD-WINE,19.98999977,0,26792,19935,1869,12,4.13E-06,115316,7.19E+11,LONG TRAIL ALE 12OZ/12PK BTTLE,0,12293,5691,724,1,8.33,8022
116857,82242014731,ZAC BRWN 750ML CHARDONNAY,DSD-WINE,19.98999977,0,26792,19935,1869,12,4.13E-06,115465,42421005950,BOARS HD SLICED PEPPERONI,0,1949,2337,30103,1,8.33,116243
22909,801153,RFRSH PLUS LUBRICANT EYE DROPS,EYE CARE,16.29000092,0,26823,20298,2944,12,4.13E-06,45865,94194,CUCUMBER S/S,0,21,88,42632,3,25.00,46559
22954,474510,DR SCHL PN RELF LOWER BACK M,FOOT CARE,17.69000053,0,26825,20001,2553,12,4.13E-06,53131,49000050110,DIET COKE CONTOUR 2 LTR,0,938,1664,35057,2,16.67,52473
22954,474510,DR SCHL PN RELF LOWER BACK M,FOOT CARE,17.69000053,0,26825,20001,2553,12,4.13E-06,24725,595996,TC NAPROXEN SODIUM LQ GELS,0,22086,18101,8047,2,16.67,NA
23301,560693,MUCINEX FM C/FLU CMB12Z,COUGH/COLD REMEDIES,30.98999977,0,26839,16416,440,12,4.13E-06,7341,8981520,F-TROP OJ 89FO 312,1,425,184,11008,3,25.00,56306
23301,560693,MUCINEX FM C/FLU CMB12Z,COUGH/COLD REMEDIES,30.98999977,0,26839,16416,440,12,4.13E-06,38611,95840,B YET DRINKING WTR 24PK,0,144,105,26091,2,16.67,27465
23301,560693,MUCINEX FM C/FLU CMB12Z,COUGH/COLD REMEDIES,30.98999977,0,26839,16416,440,12,4.13E-06,35288,229975,B YET FACIAL TISSUE,0,2195,3630,35797,2,16.67,55327
23301,560693,MUCINEX FM C/FLU CMB12Z,COUGH/COLD REMEDIES,30.98999977,0,26839,16416,440,12,4.13E-06,23155,43106,TC NITETIME SVRE CLD/FLU,0,7071,5143,11167,2,16.67,40755
23305,577995,MCNX NGHT SHFT SNS,COUGH/COLD REMEDIES,20.29000092,0,26840,18836,1782,12,4.13E-06,44065,648328,ARMR LUNCH MAKERS PIZZA,0,4533,9133,41058,2,16.67,8105
23305,577995,MCNX NGHT SHFT SNS,COUGH/COLD REMEDIES,20.29000092,0,26840,18836,1782,12,4.13E-06,24665,477969,EXCEDRIN XTR STRENGTH CAPLETS,0,13087,6978,2756,2,16.67,4407
23305,577995,MCNX NGHT SHFT SNS,COUGH/COLD REMEDIES,20.29000092,0,26840,18836,1782,12,4.13E-06,17688,2190,HLVA GD FRNCH ONION DIP,0,505,452,25649,2,16.67,7390
23901,764775,ZYRTEC DSLV TAB 24HR CTR,SINUS/ALLERGY REMEDIES,28.29000092,0,26843,17561,590,12,4.13E-06,26300,551106,TC TB GRP DL NGLD BRSTLS VALPK,0,12743,12201,18434,2,16.67,45874
23901,764775,ZYRTEC DSLV TAB 24HR CTR,SINUS/ALLERGY REMEDIES,28.29000092,0,26843,17561,590,12,4.13E-06,26270,477977,ORAL B PULSAR TTHBR 4OSFT #92,0,25370,22819,7387,2,16.67,47329
23901,764775,ZYRTEC DSLV TAB 24HR CTR,SINUS/ALLERGY REMEDIES,28.29000092,0,26843,17561,590,12,4.13E-06,23862,382925,ZYRTEC ALLERGY TAB,0,25336,12819,47,2,16.67,NA
23985,230413,NM ADULT MULTI HER OMEGA GUMMY,VITAMINS,16.29000092,0,26845,20041,2955,12,4.13E-06,23203,232739,TC CLD FL RLF NT TM ORIG FLAV,0,6554,4861,11169,4,33.33,23237
23985,230413,NM ADULT MULTI HER OMEGA GUMMY,VITAMINS,16.29000092,0,26845,20041,2955,12,4.13E-06,46210,452809,NS CONSTELLATION TOM,0,1647,2037,28895,3,25.00,45643
23985,230413,NM ADULT MULTI HER OMEGA GUMMY,VITAMINS,16.29000092,0,26845,20041,2955,12,4.13E-06,45643,95882,RED GRAPE BAG 1.5 LB,0,84,48,17880,3,25.00,8033
23985,230413,NM ADULT MULTI HER OMEGA GUMMY,VITAMINS,16.29000092,0,26845,20041,2955,12,4.13E-06,112185,75185006055,MARTINS CINN SUGAR POTATO,0,10690,12152,25960,2,16.67,7279
24158,596243,NBNTY NAT MLK THSTLE 175MG,VITAMINS,23.98999977,0,26848,18686,1110,12,4.13E-06,47183,141923,TRILOGY,0,3815,4164,28106,2,16.67,60210
24158,596243,NBNTY NAT MLK THSTLE 175MG,VITAMINS,23.98999977,0,26848,18686,1110,12,4.13E-06,52461,8.50E+11,FIDDLE HEAD IPA 4PK,0,3169,1017,3683,2,16.67,52503
24158,596243,NBNTY NAT MLK THSTLE 175MG,VITAMINS,23.98999977,0,26848,18686,1110,12,4.13E-06,32626,333792,GM HNY NUT CHEERIO CRL,0,919,984,22889,2,16.67,7446
24162,596784,NM CRANBERRY GELS 450MG,VITAMINS,17.98999977,0,26849,20299,2459,12,4.13E-06,8023,8979871,F-BYET BEANS CANNED 860,1,177,978,41531,3,25.00,8025
24162,596784,NM CRANBERRY GELS 450MG,VITAMINS,17.98999977,0,26849,20299,2459,12,4.13E-06,45865,94194,CUCUMBER S/S,0,21,88,42632,3,25.00,7157
24162,596784,NM CRANBERRY GELS 450MG,VITAMINS,17.98999977,0,26849,20299,2459,12,4.13E-06,15139,1472,B YET SOUR CREAM,0,847,1369,34871,2,16.67,8025
24162,596784,NM CRANBERRY GELS 450MG,VITAMINS,17.98999977,0,26849,20299,2459,12,4.13E-06,113288,48713000016,GRADE A JUMBO EGGS,0,2859,3239,38880,2,16.67,35427
24221,765492,NBNTY VIT B-12 1000MCG VAL,VITAMINS,23.98999977,0,26851,20333,1113,12,4.13E-06,32737,54137,KELL FUN PACK 8 CT,0,3587,3357,18702,2,16.67,7396
24221,765492,NBNTY VIT B-12 1000MCG VAL,VITAMINS,23.98999977,0,26851,20333,1113,12,4.13E-06,110230,76750291586,TRACFONE,0,11110,4999,1838,1,8.33,23353
24221,765492,NBNTY VIT B-12 1000MCG VAL,VITAMINS,23.98999977,0,26851,20333,1113,12,4.13E-06,113024,6.40E+11,CORTLAND INDUSTRIAL,0,24491,18986,3407,1,8.33,8404
24221,765492,NBNTY VIT B-12 1000MCG VAL,VITAMINS,23.98999977,0,26851,20333,1113,12,4.13E-06,112182,75185005010,MARTINS WHOLE WHEAT POTATO BRD,0,8788,9641,26871,1,8.33,53368
24274,800375,NM VIT B-12 3000MCG LSG,VITAMINS,20.98999977,0,26854,19831,1641,12,4.13E-06,46315,94299,BROCCOLI CROWNS ASIAN,0,35,73,38637,3,25.00,33893
24274,800375,NM VIT B-12 3000MCG LSG,VITAMINS,20.98999977,0,26854,19831,1641,12,4.13E-06,112174,75185000015,MARTIN POTATO LONG R,0,1332,1391,26866,2,16.67,27549
24274,800375,NM VIT B-12 3000MCG LSG,VITAMINS,20.98999977,0,26854,19831,1641,12,4.13E-06,17147,16216,B YET COLBY JACK SHGL 12SL,0,3372,4208,33966,2,16.67,51420
24277,800746,NM VIT D 2000IU 180+70,VITAMINS,26.98999977,0,26855,16961,669,12,4.13E-06,24063,408646,NM VIT C 1000MG W/ RH TR,0,26320,19168,2173,3,25.00,8407
24277,800746,NM VIT D 2000IU 180+70,VITAMINS,26.98999977,0,26855,16961,669,12,4.13E-06,64089,42187011387,BEST YET 2% MILK,0,33,66,39068,3,25.00,46005
24277,800746,NM VIT D 2000IU 180+70,VITAMINS,26.98999977,0,26855,16961,669,12,4.13E-06,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,3,25.00,8645
24678,502573,PREP H OINTMENT,ANALGESICS,16.98999977,0,26862,19069,2758,12,4.13E-06,52686,71537020366,1 LTR BT POLAR LIME T,0,1500,4541,41984,3,25.00,52473
24769,752215,XX ZYRTEC D 12 HOUR TABLET PSE,ANALGESICS,29.98999977,0,26864,16081,496,12,4.13E-06,115449,78688000070,MPLWD 7 LB BAG CUBED ICE,0,382,680,37869,2,16.67,35580
24769,752215,XX ZYRTEC D 12 HOUR TABLET PSE,ANALGESICS,29.98999977,0,26864,16081,496,12,4.13E-06,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,1,8.33,26315
24769,752215,XX ZYRTEC D 12 HOUR TABLET PSE,ANALGESICS,29.98999977,0,26864,16081,496,12,4.13E-06,16984,551930,FRPET SLCT DOG CHKN,0,6896,3880,6270,1,8.33,23242
26103,89085,TC WHITENING FLAT STRIPS,ORAL HYGIENE,29.98999977,0,26881,17069,499,12,4.13E-06,60847,5.10E+13,CHICKEN THIGHS BIG PACK,0,73,51,41112,2,16.67,33946
26103,89085,TC WHITENING FLAT STRIPS,ORAL HYGIENE,29.98999977,0,26881,17069,499,12,4.13E-06,15952,9391,BYET GRADE A LGE WHT 18PK,0,62,22,26888,1,8.33,32279
26103,89085,TC WHITENING FLAT STRIPS,ORAL HYGIENE,29.98999977,0,26881,17069,499,12,4.13E-06,15901,170147,EGLND EGGS EXTRA LG,0,685,339,21466,1,8.33,60848
26103,89085,TC WHITENING FLAT STRIPS,ORAL HYGIENE,29.98999977,0,26881,17069,499,12,4.13E-06,15178,590893,FARMLAND HALF AND HALF,0,9270,14023,38881,1,8.33,9165
27555,358584,ALIGN DIGESTIVE CAPSULES,MISCELLANEOUS HBC,40.99000168,0,26906,14445,214,12,4.13E-06,8801,8980062,F-HUNTS SNACK PACK 4CT,1,102,327,40829,3,25.00,7339
27555,358584,ALIGN DIGESTIVE CAPSULES,MISCELLANEOUS HBC,40.99000168,0,26906,14445,214,12,4.13E-06,20520,33190,B YET FROZEN BLUEBERRIES,0,2259,2577,28757,2,16.67,35287
